seed,dataset,algorithm,fold
44,satimage,FIGS_T,7
44,satimage,FIGS_T,6
44,satimage,FIGS_T,2
44,satimage,FIGS_T,3
44,satimage,FIGS_T,1
44,satimage,FIGS_T,5
43,satimage,FIGS_T,1
44,satimage,FIGS_T,4
43,satimage,FIGS_T,6
42,satimage,FIGS_T,7
44,satimage,FIGS_T,0
43,satimage,FIGS_T,0
42,kr-vs-kp,CatBoost_T,0
44,kr-vs-kp,CatBoost_T,1
43,kr-vs-kp,CatBoost_T,7
42,kr-vs-kp,CatBoost_T,2
44,kr-vs-kp,CatBoost_T,0
43,kr-vs-kp,CatBoost_T,3
43,kr-vs-kp,CatBoost_T,5
43,kr-vs-kp,CatBoost_T,4
44,kr-vs-kp,CatBoost_T,4
44,kr-vs-kp,CatBoost_T,5
44,kr-vs-kp,CatBoost_T,3
44,kr-vs-kp,CatBoost_T,9
42,kr-vs-kp,CatBoost_T,9
42,kr-vs-kp,CatBoost_T,7
42,kr-vs-kp,CatBoost_T,8
42,kr-vs-kp,CatBoost_T,6
43,kr-vs-kp,CatBoost_T,1
43,kr-vs-kp,CatBoost_T,2
44,kr-vs-kp,CatBoost_T,6
44,kr-vs-kp,CatBoost_T,7
44,kr-vs-kp,CatBoost_T,8
42,kr-vs-kp,CatBoost_T,4
43,kr-vs-kp,CatBoost_T,9
42,kr-vs-kp,CatBoost_T,3
43,kr-vs-kp,CatBoost_T,8
42,kr-vs-kp,CatBoost_T,5
42,kr-vs-kp,CatBoost_T,1
44,kr-vs-kp,CatBoost_T,2
43,kr-vs-kp,CatBoost_T,6
43,kr-vs-kp,CatBoost_T,0
42,wdbc,RuleFit_T,6
42,wdbc,RuleFit_T,4
42,wdbc,RuleFit_T,1
43,wdbc,RuleFit_T,7
42,wdbc,RuleFit_T,0
42,wdbc,RuleFit_T,2
44,wdbc,RuleFit_T,0
44,wdbc,RuleFit_T,1
43,wdbc,RuleFit_T,2
42,wdbc,RuleFit_T,3
42,wdbc,RuleFit_T,8
42,wdbc,RuleFit_T,9
43,wdbc,RuleFit_T,1
44,wdbc,RuleFit_T,2
43,wdbc,RuleFit_T,3
43,wdbc,RuleFit_T,4
44,wdbc,RuleFit_T,4
44,wdbc,RuleFit_T,6
44,wdbc,RuleFit_T,5
44,wdbc,RuleFit_T,7
44,wdbc,RuleFit_T,8
44,wdbc,RuleFit_T,9
43,wdbc,RuleFit_T,9
43,wdbc,RuleFit_T,5
42,wdbc,RuleFit_T,7
43,wdbc,RuleFit_T,8
44,wdbc,RuleFit_T,3
43,wdbc,RuleFit_T,6
43,wdbc,RuleFit_T,0
42,wdbc,RuleFit_T,5
43,segment,LightGBM_T,1
43,segment,LightGBM_T,2
44,segment,LightGBM_T,5
44,segment,LightGBM_T,2
44,segment,LightGBM_T,3
42,segment,LightGBM_T,6
42,segment,LightGBM_T,1
42,segment,LightGBM_T,0
42,segment,LightGBM_T,3
42,segment,LightGBM_T,2
42,segment,LightGBM_T,8
42,segment,LightGBM_T,9
43,segment,LightGBM_T,7
44,segment,LightGBM_T,0
44,segment,LightGBM_T,1
44,segment,LightGBM_T,9
42,segment,LightGBM_T,5
42,segment,LightGBM_T,4
43,segment,LightGBM_T,0
44,segment,LightGBM_T,4
44,segment,LightGBM_T,6
44,segment,LightGBM_T,7
43,segment,LightGBM_T,4
43,segment,LightGBM_T,5
43,segment,LightGBM_T,8
43,segment,LightGBM_T,9
44,segment,LightGBM_T,8
43,segment,LightGBM_T,3
43,segment,LightGBM_T,6
42,segment,LightGBM_T,7
44,page-blocks,LightGBM_T,1
44,page-blocks,LightGBM_T,2
43,page-blocks,LightGBM_T,8
43,page-blocks,LightGBM_T,9
42,page-blocks,LightGBM_T,0
43,page-blocks,LightGBM_T,6
42,page-blocks,LightGBM_T,5
43,page-blocks,LightGBM_T,4
43,page-blocks,LightGBM_T,5
44,page-blocks,LightGBM_T,0
42,page-blocks,LightGBM_T,4
42,page-blocks,LightGBM_T,6
42,page-blocks,LightGBM_T,8
42,page-blocks,LightGBM_T,7
44,page-blocks,LightGBM_T,5
44,page-blocks,LightGBM_T,4
44,page-blocks,LightGBM_T,6
42,page-blocks,LightGBM_T,1
44,page-blocks,LightGBM_T,8
44,page-blocks,LightGBM_T,9
43,page-blocks,LightGBM_T,3
42,page-blocks,LightGBM_T,2
42,page-blocks,LightGBM_T,3
42,page-blocks,LightGBM_T,9
44,page-blocks,LightGBM_T,7
44,page-blocks,LightGBM_T,3
43,page-blocks,LightGBM_T,1
43,page-blocks,LightGBM_T,0
43,page-blocks,LightGBM_T,7
43,page-blocks,LightGBM_T,2
44,magic,CatBoost_T,6
44,magic,CatBoost_T,1
44,magic,CatBoost_T,2
44,magic,CatBoost_T,3
42,magic,CatBoost_T,5
42,magic,CatBoost_T,0
42,magic,CatBoost_T,6
42,magic,CatBoost_T,7
42,magic,CatBoost_T,1
44,magic,CatBoost_T,4
42,magic,CatBoost_T,9
42,magic,CatBoost_T,8
43,magic,CatBoost_T,5
44,magic,CatBoost_T,8
43,magic,CatBoost_T,4
44,magic,CatBoost_T,0
43,magic,CatBoost_T,1
43,magic,CatBoost_T,0
43,magic,CatBoost_T,3
43,magic,CatBoost_T,2
43,magic,CatBoost_T,9
43,magic,CatBoost_T,6
43,magic,CatBoost_T,8
43,magic,CatBoost_T,7
44,magic,CatBoost_T,5
42,magic,CatBoost_T,4
42,magic,CatBoost_T,2
42,magic,CatBoost_T,3
44,magic,CatBoost_T,7
44,magic,CatBoost_T,9
44,credit-g,RuleFit_T,9
44,credit-g,RuleFit_T,5
44,credit-g,RuleFit_T,6
44,credit-g,RuleFit_T,4
44,credit-g,RuleFit_T,8
42,credit-g,RuleFit_T,3
42,credit-g,RuleFit_T,9
42,credit-g,RuleFit_T,0
42,credit-g,RuleFit_T,2
42,credit-g,RuleFit_T,1
42,credit-g,RuleFit_T,6
42,credit-g,RuleFit_T,5
42,credit-g,RuleFit_T,7
42,credit-g,RuleFit_T,4
44,credit-g,RuleFit_T,2
44,credit-g,RuleFit_T,0
44,credit-g,RuleFit_T,3
44,credit-g,RuleFit_T,1
42,credit-g,RuleFit_T,8
44,credit-g,RuleFit_T,7
43,credit-g,RuleFit_T,0
43,credit-g,RuleFit_T,5
43,credit-g,RuleFit_T,7
43,credit-g,RuleFit_T,8
43,credit-g,RuleFit_T,9
43,credit-g,RuleFit_T,4
43,credit-g,RuleFit_T,6
43,credit-g,RuleFit_T,2
43,credit-g,RuleFit_T,1
43,credit-g,RuleFit_T,3
44,vehicle,CatBoost_T,9
43,vehicle,CatBoost_T,4
44,vehicle,CatBoost_T,1
44,vehicle,CatBoost_T,8
42,vehicle,CatBoost_T,5
43,vehicle,CatBoost_T,1
42,vehicle,CatBoost_T,6
42,vehicle,CatBoost_T,7
42,vehicle,CatBoost_T,0
42,vehicle,CatBoost_T,4
42,vehicle,CatBoost_T,2
42,vehicle,CatBoost_T,3
43,vehicle,CatBoost_T,3
44,vehicle,CatBoost_T,6
44,vehicle,CatBoost_T,3
43,vehicle,CatBoost_T,2
44,vehicle,CatBoost_T,5
44,vehicle,CatBoost_T,4
44,vehicle,CatBoost_T,2
44,vehicle,CatBoost_T,7
43,vehicle,CatBoost_T,9
44,vehicle,CatBoost_T,0
43,vehicle,CatBoost_T,5
43,vehicle,CatBoost_T,0
